Y_pestis_Yp4003	Y_pestis_CO92	Similarity_Y_pestis_Yp4003.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_Yp4003
Yp4003_00442	gnl|YPES214092|GKDD-2858-MONOMER	100.0	100.0
Yp4003_00443	gnl|YPES214092|GKDD-2859-MONOMER	100.0	100.0
Yp4003_00445	gnl|YPES214092|GKDD-2860-MONOMER	100.0	100.0
Yp4003_00446	gnl|YPES214092|GKDD-2861-MONOMER	100.0	100.0
Yp4003_00447	gnl|YPES214092|GKDD-2862-MONOMER	100.0	100.0
Yp4003_00448	gnl|YPES214092|GKDD-2863-MONOMER	100.0	100.0
Yp4003_00449	gnl|YPES214092|GKDD-2864-MONOMER	100.0	100.0
Yp4003_00450	gnl|YPES214092|GKDD-2865-MONOMER	100.0	100.0
Yp4003_00451	gnl|YPES214092|GKDD-2866-MONOMER	100.0	100.0
Yp4003_00452	gnl|YPES214092|GKDD-2868-MONOMER	100.0	100.0
Yp4003_00453	gnl|YPES214092|GKDD-2869-MONOMER	100.0	100.0
Yp4003_00454	gnl|YPES214092|GKDD-2870-MONOMER	100.0	100.0
Yp4003_00455	gnl|YPES214092|GKDD-2871-MONOMER	100.0	100.0
Yp4003_00456	gnl|YPES214092|GKDD-2872-MONOMER	100.0	100.0
Yp4003_00457	gnl|YPES214092|GKDD-2873-MONOMER	100.0	100.0
Yp4003_00458	gnl|YPES214092|GKDD-2874-MONOMER	100.0	100.0
Yp4003_00459	gnl|YPES214092|GKDD-2875-MONOMER	100.0	100.0
Yp4003_00460	gnl|YPES214092|GKDD-2876-MONOMER	100.0	100.0
Yp4003_00461	gnl|YPES214092|GKDD-2877-MONOMER	100.0	100.0
Yp4003_00462	gnl|YPES214092|GKDD-2878-MONOMER	100.0	100.0
Yp4003_00463	gnl|YPES214092|GKDD-2879-MONOMER	100.0	100.0
Yp4003_00464	gnl|YPES214092|GKDD-2880-MONOMER	100.0	100.0
Yp4003_00465	gnl|YPES214092|GKDD-2881-MONOMER	100.0	100.0
Yp4003_01175	gnl|YPES214092|GKDD-2995-MONOMER	100.0	100.0
Yp4003_01163	gnl|YPES214092|GKDD-2984-MONOMER	100.0	100.0
Yp4003_01177	gnl|YPES214092|GKDD-2997-MONOMER	100.0	100.0
Yp4003_01951	gnl|YPES214092|GKDD-879-MONOMER	100.0	100.0
Yp4003_01939	gnl|YPES214092|GKDD-891-MONOMER	100.0	100.0
Yp4003_01940	gnl|YPES214092|GKDD-890-MONOMER	100.0	100.0
Yp4003_01941	gnl|YPES214092|GKDD-889-MONOMER	100.0	100.0
Yp4003_01942	gnl|YPES214092|GKDD-888-MONOMER	100.0	100.0
Yp4003_01943	gnl|YPES214092|GKDD-887-MONOMER	100.0	100.0
Yp4003_01944	gnl|YPES214092|GKDD-886-MONOMER	100.0	100.0
Yp4003_01945	gnl|YPES214092|GKDD-885-MONOMER	100.0	100.0
Yp4003_01946	gnl|YPES214092|GKDD-884-MONOMER	100.0	100.0
Yp4003_01947	gnl|YPES214092|GKDD-883-MONOMER	100.0	100.0
Yp4003_01948	gnl|YPES214092|GKDD-882-MONOMER	100.0	100.0
Yp4003_01949	gnl|YPES214092|GKDD-881-MONOMER	100.0	100.0
Yp4003_01950	gnl|YPES214092|GKDD-880-MONOMER	100.0	100.0
Yp4003_01952	gnl|YPES214092|GKDD-878-MONOMER	100.0	100.0
Yp4003_01935	gnl|YPES214092|GKDD-893-MONOMER	100.0	100.0
Yp4003_01953	gnl|YPES214092|GKDD-877-MONOMER	100.0	100.0
Yp4003_01954	gnl|YPES214092|GKDD-876-MONOMER	100.0	100.0
Yp4003_01956	gnl|YPES214092|GKDD-875-MONOMER	100.0	100.0
Yp4003_01957	gnl|YPES214092|GKDD-874-MONOMER	100.0	100.0
Yp4003_01958	gnl|YPES214092|GKDD-873-MONOMER	100.0	100.0
Yp4003_01960	gnl|YPES214092|GKDD-2356-MONOMER	100.0	100.0
Yp4003_01961	gnl|YPES214092|GKDD-2355-MONOMER	100.0	100.0
Yp4003_01962	gnl|YPES214092|GKDD-2354-MONOMER	100.0	100.0
Yp4003_01963	gnl|YPES214092|GKDD-2353-MONOMER	100.0	100.0
Yp4003_01964	gnl|YPES214092|GKDD-2352-MONOMER	100.0	100.0
Yp4003_01965	gnl|YPES214092|GKDD-2351-MONOMER	100.0	100.0
Yp4003_01966	gnl|YPES214092|GKDD-2350-MONOMER	100.0	100.0
Yp4003_01938	gnl|YPES214092|GKDD-892-MONOMER	100.0	100.0
Yp4003_01934	gnl|YPES214092|GKDD-894-MONOMER	100.0	100.0
Yp4003_01968	gnl|YPES214092|GKDD-2348-MONOMER	100.0	100.0
Yp4003_01914	gnl|YPES214092|GKDD-744-MONOMER	100.0	100.0
Yp4003_01900	gnl|YPES214092|GKDD-757-MONOMER	100.0	100.0
Yp4003_01901	gnl|YPES214092|GKDD-756-MONOMER	100.0	100.0
Yp4003_01902	gnl|YPES214092|GKDD-755-MONOMER	100.0	100.0
Yp4003_01903	gnl|YPES214092|GKDD-754-MONOMER	100.0	100.0
Yp4003_01904	gnl|YPES214092|GKDD-753-MONOMER	100.0	100.0
Yp4003_01906	gnl|YPES214092|GKDD-751-MONOMER	100.0	100.0
Yp4003_01907	gnl|YPES214092|GKDD-750-MONOMER	100.0	100.0
Yp4003_01908	gnl|YPES214092|GKDD-749-MONOMER	100.0	100.0
Yp4003_01909	gnl|YPES214092|GKDD-748-MONOMER	100.0	100.0
Yp4003_01910	gnl|YPES214092|GKDD-747-MONOMER	100.0	100.0
Yp4003_01911	gnl|YPES214092|GKDD-746-MONOMER	100.0	100.0
Yp4003_01913	gnl|YPES214092|GKDD-745-MONOMER	100.0	100.0
Yp4003_01915	gnl|YPES214092|GKDD-743-MONOMER	100.0	100.0
Yp4003_01933	gnl|YPES214092|GKDD-895-MONOMER	100.0	100.0
Yp4003_01916	gnl|YPES214092|GKDD-742-MONOMER	100.0	100.0
Yp4003_01917	gnl|YPES214092|GKDD-741-MONOMER	100.0	100.0
Yp4003_01918	gnl|YPES214092|GKDD-740-MONOMER	100.0	100.0
Yp4003_01924	gnl|YPES214092|GKDD-904-MONOMER	100.0	100.0
Yp4003_01925	gnl|YPES214092|GKDD-903-MONOMER	100.0	100.0
Yp4003_01926	gnl|YPES214092|GKDD-902-MONOMER	100.0	100.0
Yp4003_01927	gnl|YPES214092|GKDD-901-MONOMER	100.0	100.0
Yp4003_01928	gnl|YPES214092|GKDD-900-MONOMER	100.0	100.0
Yp4003_01929	gnl|YPES214092|GKDD-899-MONOMER	100.0	100.0
Yp4003_01930	gnl|YPES214092|GKDD-898-MONOMER	100.0	100.0
Yp4003_01931	gnl|YPES214092|GKDD-897-MONOMER	100.0	100.0
Yp4003_01932	gnl|YPES214092|GKDD-896-MONOMER	100.0	100.0
Yp4003_01967	gnl|YPES214092|GKDD-2349-MONOMER	100.0	100.0
Yp4003_01969	gnl|YPES214092|GKDD-2347-MONOMER	100.0	100.0
Yp4003_01761	gnl|YPES214092|GKDD-1461-MONOMER	100.0	100.0
Yp4003_02026	gnl|YPES214092|GKDD-3886-MONOMER	100.0	100.0
Yp4003_02009	gnl|YPES214092|GKDD-3872-MONOMER	100.0	100.0
Yp4003_02010	gnl|YPES214092|GKDD-3873-MONOMER	100.0	100.0
Yp4003_02014	gnl|YPES214092|GKDD-3876-MONOMER	100.0	100.0
Yp4003_02015	gnl|YPES214092|GKDD-3877-MONOMER	100.0	100.0
Yp4003_02016	gnl|YPES214092|GKDD-3878-MONOMER	100.0	100.0
Yp4003_02018	gnl|YPES214092|GKDD-3879-MONOMER	100.0	100.0
Yp4003_02019	gnl|YPES214092|GKDD-3880-MONOMER	100.0	100.0
Yp4003_02021	gnl|YPES214092|GKDD-3881-MONOMER	100.0	100.0
Yp4003_02022	gnl|YPES214092|GKDD-3882-MONOMER	100.0	100.0
Yp4003_02023	gnl|YPES214092|GKDD-3883-MONOMER	100.0	100.0
Yp4003_02024	gnl|YPES214092|GKDD-3884-MONOMER	100.0	100.0
Yp4003_02025	gnl|YPES214092|GKDD-3885-MONOMER	100.0	100.0
Yp4003_02028	gnl|YPES214092|GKDD-3887-MONOMER	100.0	100.0
Yp4003_02007	gnl|YPES214092|GKDD-3870-MONOMER	100.0	100.0
Yp4003_02029	gnl|YPES214092|GKDD-3888-MONOMER	100.0	100.0
Yp4003_02030	gnl|YPES214092|GKDD-3889-MONOMER	100.0	100.0
Yp4003_02031	gnl|YPES214092|GKDD-3890-MONOMER	100.0	100.0
Yp4003_02032	gnl|YPES214092|GKDD-3891-MONOMER	100.0	100.0
Yp4003_02033	gnl|YPES214092|GKDD-3892-MONOMER	100.0	100.0
Yp4003_02034	gnl|YPES214092|GKDD-3893-MONOMER	100.0	100.0
Yp4003_02035	gnl|YPES214092|GKDD-3894-MONOMER	100.0	100.0
Yp4003_02036	gnl|YPES214092|GKDD-3895-MONOMER	100.0	100.0
Yp4003_02037	gnl|YPES214092|GKDD-3896-MONOMER	100.0	100.0
Yp4003_02038	gnl|YPES214092|GKDD-3897-MONOMER	100.0	100.0
Yp4003_02039	gnl|YPES214092|GKDD-3898-MONOMER	100.0	100.0
Yp4003_02042	gnl|YPES214092|GKDD-3899-MONOMER	100.0	100.0
Yp4003_02008	gnl|YPES214092|GKDD-3871-MONOMER	100.0	100.0
Yp4003_02003	gnl|YPES214092|GKDD-3868-MONOMER	100.0	100.0
Yp4003_01970	gnl|YPES214092|GKDD-2346-MONOMER	100.0	100.0
Yp4003_01983	gnl|YPES214092|GKDD-2332-MONOMER	100.0	100.0
Yp4003_01971	gnl|YPES214092|GKDD-2345-MONOMER	100.0	100.0
Yp4003_01972	gnl|YPES214092|GKDD-2344-MONOMER	100.0	100.0
Yp4003_01973	gnl|YPES214092|GKDD-2343-MONOMER	100.0	100.0
Yp4003_01974	gnl|YPES214092|GKDD-2342-MONOMER	100.0	100.0
Yp4003_01975	gnl|YPES214092|GKDD-2341-MONOMER	100.0	100.0
Yp4003_01976	gnl|YPES214092|GKDD-2340-MONOMER	100.0	100.0
Yp4003_01977	gnl|YPES214092|GKDD-2339-MONOMER	100.0	100.0
Yp4003_01978	gnl|YPES214092|GKDD-2338-MONOMER	100.0	100.0
Yp4003_01979	gnl|YPES214092|GKDD-2336-MONOMER	100.0	100.0
Yp4003_01980	gnl|YPES214092|GKDD-2335-MONOMER	100.0	100.0
Yp4003_01981	gnl|YPES214092|GKDD-2334-MONOMER	100.0	100.0
Yp4003_01982	gnl|YPES214092|GKDD-2333-MONOMER	100.0	100.0
Yp4003_01984	gnl|YPES214092|GKDD-2331-MONOMER	100.0	100.0
Yp4003_02002	gnl|YPES214092|GKDD-3867-MONOMER	100.0	100.0
Yp4003_01985	gnl|YPES214092|GKDD-2330-MONOMER	100.0	100.0
Yp4003_01986	gnl|YPES214092|GKDD-2329-MONOMER	100.0	100.0
Yp4003_01987	gnl|YPES214092|GKDD-2328-MONOMER	100.0	100.0
Yp4003_01989	gnl|YPES214092|GKDD-2327-MONOMER	100.0	100.0
Yp4003_01990	gnl|YPES214092|GKDD-2326-MONOMER	100.0	100.0
Yp4003_01991	gnl|YPES214092|GKDD-2325-MONOMER	100.0	100.0
Yp4003_01992	gnl|YPES214092|GKDD-2324-MONOMER	100.0	100.0
Yp4003_01994	gnl|YPES214092|GKDD-2322-MONOMER	100.0	100.0
Yp4003_01995	gnl|YPES214092|GKDD-2321-MONOMER	100.0	100.0
Yp4003_01996	gnl|YPES214092|GKDD-2320-MONOMER	100.0	100.0
Yp4003_01997	gnl|YPES214092|GKDD-2319-MONOMER	100.0	100.0
Yp4003_01999	gnl|YPES214092|GKDD-3866-MONOMER	100.0	100.0
Yp4003_01899	gnl|YPES214092|GKDD-758-MONOMER	100.0	100.0
Yp4003_01898	gnl|YPES214092|GKDD-759-MONOMER	100.0	100.0
Yp4003_01897	gnl|YPES214092|GKDD-760-MONOMER	100.0	100.0
Yp4003_01813	gnl|YPES214092|GKDD-3785-MONOMER	100.0	100.0
Yp4003_01797	gnl|YPES214092|GKDD-3771-MONOMER	100.0	100.0
Yp4003_01800	gnl|YPES214092|GKDD-3773-MONOMER	100.0	100.0
Yp4003_01801	gnl|YPES214092|GKDD-3774-MONOMER	100.0	100.0
Yp4003_01802	gnl|YPES214092|GKDD-3775-MONOMER	100.0	100.0
Yp4003_01803	gnl|YPES214092|GKDD-3776-MONOMER	100.0	100.0
Yp4003_01804	gnl|YPES214092|GKDD-3777-MONOMER	100.0	100.0
Yp4003_01805	gnl|YPES214092|GKDD-3778-MONOMER	100.0	100.0
Yp4003_01807	gnl|YPES214092|GKDD-3779-MONOMER	100.0	100.0
Yp4003_01808	gnl|YPES214092|GKDD-3780-MONOMER	100.0	100.0
Yp4003_01809	gnl|YPES214092|GKDD-3781-MONOMER	100.0	100.0
Yp4003_01810	gnl|YPES214092|GKDD-3782-MONOMER	100.0	100.0
Yp4003_01811	gnl|YPES214092|GKDD-3783-MONOMER	100.0	100.0
Yp4003_01814	gnl|YPES214092|GKDD-3786-MONOMER	100.0	100.0
Yp4003_01795	gnl|YPES214092|GKDD-3769-MONOMER	100.0	100.0
Yp4003_01815	gnl|YPES214092|GKDD-3787-MONOMER	100.0	100.0
Yp4003_01816	gnl|YPES214092|GKDD-3788-MONOMER	100.0	100.0
Yp4003_01817	gnl|YPES214092|GKDD-3789-MONOMER	100.0	100.0
Yp4003_01818	gnl|YPES214092|GKDD-3790-MONOMER	100.0	100.0
Yp4003_01819	gnl|YPES214092|GKDD-3791-MONOMER	100.0	100.0
Yp4003_01820	gnl|YPES214092|GKDD-3792-MONOMER	100.0	100.0
Yp4003_01821	gnl|YPES214092|GKDD-3793-MONOMER	100.0	100.0
Yp4003_01822	gnl|YPES214092|GKDD-3794-MONOMER	100.0	100.0
Yp4003_01824	gnl|YPES214092|GKDD-4104-MONOMER	100.0	100.0
Yp4003_01825	gnl|YPES214092|GKDD-4101-MONOMER	100.0	100.0
Yp4003_01829	gnl|YPES214092|GKDD-4100-MONOMER	100.0	100.0
Yp4003_01830	gnl|YPES214092|GKDD-4099-MONOMER	100.0	100.0
Yp4003_01796	gnl|YPES214092|GKDD-3770-MONOMER	100.0	100.0
Yp4003_01794	gnl|YPES214092|GKDD-3768-MONOMER	100.0	100.0
Yp4003_01896	gnl|YPES214092|GKDD-761-MONOMER	100.0	100.0
Yp4003_01775	gnl|YPES214092|GKDD-1475-MONOMER	100.0	100.0
Yp4003_01763	gnl|YPES214092|GKDD-1463-MONOMER	100.0	100.0
Yp4003_01764	gnl|YPES214092|GKDD-1464-MONOMER	100.0	100.0
Yp4003_01765	gnl|YPES214092|GKDD-1465-MONOMER	100.0	100.0
Yp4003_01766	gnl|YPES214092|GKDD-1466-MONOMER	100.0	100.0
Yp4003_01767	gnl|YPES214092|GKDD-1467-MONOMER	100.0	100.0
Yp4003_01768	gnl|YPES214092|GKDD-1468-MONOMER	100.0	100.0
Yp4003_01769	gnl|YPES214092|GKDD-1469-MONOMER	100.0	100.0
Yp4003_01770	gnl|YPES214092|GKDD-1470-MONOMER	100.0	100.0
Yp4003_01771	gnl|YPES214092|GKDD-1471-MONOMER	100.0	100.0
Yp4003_01772	gnl|YPES214092|GKDD-1472-MONOMER	100.0	100.0
Yp4003_01773	gnl|YPES214092|GKDD-1473-MONOMER	100.0	100.0
Yp4003_01178	gnl|YPES214092|GKDD-2998-MONOMER	100.0	100.0
Yp4003_01776	gnl|YPES214092|GKDD-1476-MONOMER	100.0	100.0
Yp4003_01793	gnl|YPES214092|GKDD-3767-MONOMER	100.0	100.0
Yp4003_01777	gnl|YPES214092|GKDD-1477-MONOMER	100.0	100.0
Yp4003_01778	gnl|YPES214092|GKDD-1478-MONOMER	100.0	100.0
Yp4003_01779	gnl|YPES214092|GKDD-1479-MONOMER	100.0	100.0
Yp4003_01780	gnl|YPES214092|GKDD-1480-MONOMER	100.0	100.0
Yp4003_01783	gnl|YPES214092|GKDD-1481-MONOMER	100.0	100.0
Yp4003_01785	gnl|YPES214092|GKDD-1482-MONOMER	100.0	100.0
Yp4003_01786	gnl|YPES214092|GKDD-1483-MONOMER	100.0	100.0
Yp4003_01787	gnl|YPES214092|GKDD-1484-MONOMER	100.0	100.0
Yp4003_01788	gnl|YPES214092|GKDD-1485-MONOMER	100.0	100.0
Yp4003_01789	gnl|YPES214092|GKDD-3764-MONOMER	100.0	100.0
Yp4003_01791	gnl|YPES214092|GKDD-3765-MONOMER	100.0	100.0
Yp4003_01792	gnl|YPES214092|GKDD-3766-MONOMER	100.0	100.0
Yp4003_01831	gnl|YPES214092|GKDD-4098-MONOMER	100.0	100.0
Yp4003_01833	gnl|YPES214092|GKDD-4097-MONOMER	100.0	100.0
Yp4003_01834	gnl|YPES214092|GKDD-4095-MONOMER	100.0	100.0
Yp4003_01880	gnl|YPES214092|GKDD-775-MONOMER	100.0	100.0
Yp4003_01865	gnl|YPES214092|GKDD-4063-MONOMER	100.0	100.0
Yp4003_01866	gnl|YPES214092|GKDD-4062-MONOMER	100.0	100.0
Yp4003_01867	gnl|YPES214092|GKDD-4061-MONOMER	100.0	100.0
Yp4003_01868	gnl|YPES214092|GKDD-4060-MONOMER	100.0	100.0
Yp4003_01870	gnl|YPES214092|GKDD-4059-MONOMER	100.0	100.0
Yp4003_01872	gnl|YPES214092|GKDD-4058-MONOMER	100.0	100.0
Yp4003_01873	gnl|YPES214092|GKDD-4057-MONOMER	100.0	100.0
Yp4003_01874	gnl|YPES214092|GKDD-4056-MONOMER	100.0	100.0
Yp4003_01875	gnl|YPES214092|GKDD-4055-MONOMER	100.0	100.0
Yp4003_01876	gnl|YPES214092|GKDD-4054-MONOMER	100.0	100.0
Yp4003_01878	gnl|YPES214092|GKDD-777-MONOMER	100.0	100.0
Yp4003_01879	gnl|YPES214092|GKDD-776-MONOMER	100.0	100.0
Yp4003_01881	gnl|YPES214092|GKDD-774-MONOMER	100.0	100.0
Yp4003_01835	gnl|YPES214092|GKDD-4094-MONOMER	100.0	100.0
Yp4003_01882	gnl|YPES214092|GKDD-773-MONOMER	100.0	100.0
Yp4003_01883	gnl|YPES214092|GKDD-772-MONOMER	100.0	100.0
Yp4003_01884	gnl|YPES214092|GKDD-771-MONOMER	100.0	100.0
Yp4003_01885	gnl|YPES214092|GKDD-770-MONOMER	100.0	100.0
Yp4003_01886	gnl|YPES214092|GKDD-769-MONOMER	100.0	100.0
Yp4003_01888	gnl|YPES214092|GKDD-768-MONOMER	100.0	100.0
Yp4003_01889	gnl|YPES214092|GKDD-767-MONOMER	100.0	100.0
Yp4003_01890	gnl|YPES214092|GKDD-766-MONOMER	100.0	100.0
Yp4003_01891	gnl|YPES214092|GKDD-765-MONOMER	100.0	100.0
Yp4003_01892	gnl|YPES214092|GKDD-764-MONOMER	100.0	100.0
Yp4003_01893	gnl|YPES214092|GKDD-763-MONOMER	100.0	100.0
Yp4003_01894	gnl|YPES214092|GKDD-762-MONOMER	100.0	100.0
Yp4003_01864	gnl|YPES214092|GKDD-4064-MONOMER	100.0	100.0
Yp4003_01863	gnl|YPES214092|GKDD-4065-MONOMER	100.0	100.0
Yp4003_01862	gnl|YPES214092|GKDD-4066-MONOMER	100.0	100.0
Yp4003_01861	gnl|YPES214092|GKDD-4067-MONOMER	100.0	100.0
Yp4003_01836	gnl|YPES214092|GKDD-4093-MONOMER	100.0	100.0
Yp4003_01837	gnl|YPES214092|GKDD-4092-MONOMER	100.0	100.0
Yp4003_01838	gnl|YPES214092|GKDD-4091-MONOMER	100.0	100.0
Yp4003_01839	gnl|YPES214092|GKDD-4090-MONOMER	100.0	100.0
Yp4003_01840	gnl|YPES214092|GKDD-4089-MONOMER	100.0	100.0
Yp4003_01841	gnl|YPES214092|GKDD-4088-MONOMER	100.0	100.0
Yp4003_01842	gnl|YPES214092|GKDD-4087-MONOMER	100.0	100.0
Yp4003_01843	gnl|YPES214092|GKDD-4086-MONOMER	100.0	100.0
Yp4003_01844	gnl|YPES214092|GKDD-4085-MONOMER	100.0	100.0
Yp4003_01845	gnl|YPES214092|GKDD-4084-MONOMER	100.0	100.0
Yp4003_01846	gnl|YPES214092|GKDD-4083-MONOMER	100.0	100.0
Yp4003_01847	gnl|YPES214092|GKDD-4081-MONOMER	100.0	100.0
Yp4003_01848	gnl|YPES214092|GKDD-4080-MONOMER	100.0	100.0
Yp4003_01849	gnl|YPES214092|GKDD-4079-MONOMER	100.0	100.0
Yp4003_01850	gnl|YPES214092|GKDD-4078-MONOMER	100.0	100.0
Yp4003_01851	gnl|YPES214092|GKDD-4077-MONOMER	100.0	100.0
Yp4003_01852	gnl|YPES214092|GKDD-4076-MONOMER	100.0	100.0
Yp4003_01853	gnl|YPES214092|GKDD-4075-MONOMER	100.0	100.0
Yp4003_01854	gnl|YPES214092|GKDD-4074-MONOMER	100.0	100.0
Yp4003_01855	gnl|YPES214092|GKDD-4073-MONOMER	100.0	100.0
Yp4003_01856	gnl|YPES214092|GKDD-4072-MONOMER	100.0	100.0
Yp4003_01857	gnl|YPES214092|GKDD-4071-MONOMER	100.0	100.0
Yp4003_01858	gnl|YPES214092|GKDD-4070-MONOMER	100.0	100.0
Yp4003_01859	gnl|YPES214092|GKDD-4069-MONOMER	100.0	100.0
Yp4003_01860	gnl|YPES214092|GKDD-4068-MONOMER	100.0	100.0
Yp4003_02043	gnl|YPES214092|GKDD-3900-MONOMER	100.0	100.0
Yp4003_02044	gnl|YPES214092|GKDD-2677-MONOMER	100.0	100.0
Yp4003_02045	gnl|YPES214092|GKDD-2678-MONOMER	100.0	100.0
Yp4003_02213	gnl|YPES214092|GKDD-1635-MONOMER	100.0	100.0
Yp4003_02199	gnl|YPES214092|GKDD-3863-MONOMER	100.0	100.0
Yp4003_02202	gnl|YPES214092|GKDD-1646-MONOMER	100.0	100.0
Yp4003_02203	gnl|YPES214092|GKDD-1645-MONOMER	100.0	100.0
Yp4003_02204	gnl|YPES214092|GKDD-1644-MONOMER	100.0	100.0
Yp4003_02205	gnl|YPES214092|GKDD-1643-MONOMER	100.0	100.0
Yp4003_02206	gnl|YPES214092|GKDD-1642-MONOMER	100.0	100.0
Yp4003_02207	gnl|YPES214092|GKDD-1641-MONOMER	100.0	100.0
Yp4003_02208	gnl|YPES214092|GKDD-1640-MONOMER	100.0	100.0
Yp4003_02209	gnl|YPES214092|GKDD-1639-MONOMER	100.0	100.0
Yp4003_02210	gnl|YPES214092|GKDD-1638-MONOMER	100.0	100.0
Yp4003_02211	gnl|YPES214092|GKDD-1637-MONOMER	100.0	100.0
Yp4003_02212	gnl|YPES214092|GKDD-1636-MONOMER	100.0	100.0
Yp4003_02214	gnl|YPES214092|GKDD-1634-MONOMER	100.0	100.0
Yp4003_02195	gnl|YPES214092|GKDD-3861-MONOMER	100.0	100.0
Yp4003_02215	gnl|YPES214092|GKDD-1633-MONOMER	100.0	100.0
Yp4003_02216	gnl|YPES214092|GKDD-1632-MONOMER	100.0	100.0
Yp4003_02217	gnl|YPES214092|GKDD-1631-MONOMER	100.0	100.0
Yp4003_02218	gnl|YPES214092|GKDD-1630-MONOMER	100.0	100.0
Yp4003_02219	gnl|YPES214092|GKDD-1629-MONOMER	100.0	100.0
Yp4003_02220	gnl|YPES214092|GKDD-1628-MONOMER	100.0	100.0
Yp4003_02222	gnl|YPES214092|GKDD-1627-MONOMER	100.0	100.0
Yp4003_02223	gnl|YPES214092|GKDD-1626-MONOMER	100.0	100.0
Yp4003_02224	gnl|YPES214092|GKDD-1625-MONOMER	100.0	100.0
Yp4003_02225	gnl|YPES214092|GKDD-1624-MONOMER	100.0	100.0
Yp4003_02226	gnl|YPES214092|GKDD-1623-MONOMER	100.0	100.0
Yp4003_02229	gnl|YPES214092|GKDD-1621-MONOMER	100.0	100.0
Yp4003_02198	gnl|YPES214092|GKDD-3862-MONOMER	100.0	100.0
Yp4003_02194	gnl|YPES214092|GKDD-3860-MONOMER	100.0	100.0
Yp4003_02156	gnl|YPES214092|GKDD-2441-MONOMER	100.0	100.0
Yp4003_02174	gnl|YPES214092|GKDD-3844-MONOMER	100.0	100.0
Yp4003_02159	gnl|YPES214092|GKDD-2439-MONOMER	100.0	100.0
Yp4003_02160	gnl|YPES214092|GKDD-2438-MONOMER	100.0	100.0
Yp4003_02162	gnl|YPES214092|GKDD-2437-MONOMER	100.0	100.0
Yp4003_02165	gnl|YPES214092|GKDD-3835-MONOMER	100.0	100.0
Yp4003_02166	gnl|YPES214092|GKDD-3836-MONOMER	100.0	100.0
Yp4003_02167	gnl|YPES214092|GKDD-3837-MONOMER	100.0	100.0
Yp4003_02168	gnl|YPES214092|GKDD-3838-MONOMER	100.0	100.0
Yp4003_02169	gnl|YPES214092|GKDD-3839-MONOMER	100.0	100.0
Yp4003_02170	gnl|YPES214092|GKDD-3840-MONOMER	100.0	100.0
Yp4003_02171	gnl|YPES214092|GKDD-3841-MONOMER	100.0	100.0
Yp4003_02172	gnl|YPES214092|GKDD-3842-MONOMER	100.0	100.0
Yp4003_02173	gnl|YPES214092|GKDD-3843-MONOMER	100.0	100.0
Yp4003_02175	gnl|YPES214092|GKDD-3845-MONOMER	100.0	100.0
Yp4003_02193	gnl|YPES214092|GKDD-3859-MONOMER	100.0	100.0
Yp4003_02176	gnl|YPES214092|GKDD-3846-MONOMER	100.0	100.0
Yp4003_02177	gnl|YPES214092|GKDD-3847-MONOMER	100.0	100.0
Yp4003_02178	gnl|YPES214092|GKDD-3848-MONOMER	100.0	100.0
Yp4003_02181	gnl|YPES214092|GKDD-3849-MONOMER	100.0	100.0
Yp4003_02184	gnl|YPES214092|GKDD-3850-MONOMER	100.0	100.0
Yp4003_02185	gnl|YPES214092|GKDD-3851-MONOMER	100.0	100.0
Yp4003_02186	gnl|YPES214092|GKDD-3852-MONOMER	100.0	100.0
Yp4003_02188	gnl|YPES214092|GKDD-3854-MONOMER	100.0	100.0
Yp4003_02189	gnl|YPES214092|GKDD-3855-MONOMER	100.0	100.0
Yp4003_02190	gnl|YPES214092|GKDD-3856-MONOMER	100.0	100.0
Yp4003_02191	gnl|YPES214092|GKDD-3857-MONOMER	100.0	100.0
Yp4003_02192	gnl|YPES214092|GKDD-3858-MONOMER	100.0	100.0
Yp4003_02230	gnl|YPES214092|GKDD-1620-MONOMER	100.0	100.0
Yp4003_02231	gnl|YPES214092|GKDD-1619-MONOMER	100.0	100.0
Yp4003_02232	gnl|YPES214092|GKDD-1618-MONOMER	100.0	100.0
Yp4003_02279	gnl|YPES214092|GKDD-1809-MONOMER	100.0	100.0
Yp4003_02265	gnl|YPES214092|GKDD-2613-MONOMER	100.0	100.0
Yp4003_02266	gnl|YPES214092|GKDD-2614-MONOMER	100.0	100.0
Yp4003_02267	gnl|YPES214092|GKDD-2615-MONOMER	100.0	100.0
Yp4003_02268	gnl|YPES214092|GKDD-2616-MONOMER	100.0	100.0
Yp4003_02269	gnl|YPES214092|GKDD-2617-MONOMER	100.0	100.0
Yp4003_02270	gnl|YPES214092|GKDD-2618-MONOMER	100.0	100.0
Yp4003_02271	gnl|YPES214092|GKDD-2619-MONOMER	100.0	100.0
Yp4003_02272	gnl|YPES214092|GKDD-2620-MONOMER	100.0	100.0
Yp4003_02273	gnl|YPES214092|GKDD-2621-MONOMER	100.0	100.0
Yp4003_02274	gnl|YPES214092|GKDD-2622-MONOMER	100.0	100.0
Yp4003_02275	gnl|YPES214092|GKDD-2623-MONOMER	100.0	100.0
Yp4003_02276	gnl|YPES214092|GKDD-2624-MONOMER	100.0	100.0
Yp4003_02280	gnl|YPES214092|GKDD-1810-MONOMER	100.0	100.0
Yp4003_02233	gnl|YPES214092|GKDD-1617-MONOMER	100.0	100.0
Yp4003_02281	gnl|YPES214092|GKDD-1811-MONOMER	100.0	100.0
