Y_pestis_CO92	Y_pestis_Yp4003	Similarity_Y_pestis_CO92.to.Y_pestis_Yp4003
gnl|YPES214092|GKDD-1154-MONOMER	Yp4003_00935	100.00
gnl|YPES214092|GKDD-1158-MONOMER	Yp4003_00931	100.00
gnl|YPES214092|GKDD-1161-MONOMER	Yp4003_00926	100.00
gnl|YPES214092|GKDD-1165-MONOMER	Yp4003_02561	100.00
gnl|YPES214092|GKDD-1168-MONOMER	Yp4003_02564	100.00
gnl|YPES214092|GKDD-1172-MONOMER	Yp4003_02569	100.00
gnl|YPES214092|GKDD-1184-MONOMER	Yp4003_02581	100.00
gnl|YPES214092|GKDD-1189-MONOMER	Yp4003_02586	100.00
gnl|YPES214092|GKDD-1191-MONOMER	Yp4003_02588	100.00
gnl|YPES214092|GKDD-1193-MONOMER	Yp4003_02591	100.00
gnl|YPES214092|GKDD-1200-MONOMER	Yp4003_02598	100.00
gnl|YPES214092|GKDD-1203-MONOMER	Yp4003_00628	100.00
gnl|YPES214092|GKDD-121-MONOMER	Yp4003_01085	100.00
gnl|YPES214092|GKDD-1210-MONOMER	Yp4003_00635	100.00
gnl|YPES214092|GKDD-1214-MONOMER	Yp4003_00641	100.00
gnl|YPES214092|GKDD-1215-MONOMER	Yp4003_00642	100.00
gnl|YPES214092|GKDD-122-MONOMER	Yp4003_01084	100.00
gnl|YPES214092|GKDD-1221-MONOMER	Yp4003_00648	100.00
gnl|YPES214092|GKDD-1222-MONOMER	Yp4003_00649	100.00
gnl|YPES214092|GKDD-1226-MONOMER	Yp4003_00653	100.00
gnl|YPES214092|GKDD-1233-MONOMER	Yp4003_00660	100.00
gnl|YPES214092|GKDD-1237-MONOMER	Yp4003_00664	100.00
gnl|YPES214092|GKDD-1241-MONOMER	Yp4003_00668	100.00
gnl|YPES214092|GKDD-1242-MONOMER	Yp4003_00669	100.00
gnl|YPES214092|GKDD-1244-MONOMER	Yp4003_00672	100.00
gnl|YPES214092|GKDD-1245-MONOMER	Yp4003_00673	100.00
gnl|YPES214092|GKDD-1254-MONOMER	Yp4003_00682	100.00
gnl|YPES214092|GKDD-1267-MONOMER	Yp4003_03750	100.00
gnl|YPES214092|GKDD-127-MONOMER	Yp4003_01078	100.00
gnl|YPES214092|GKDD-1275-MONOMER	Yp4003_02945	100.00
gnl|YPES214092|GKDD-1276-MONOMER	Yp4003_02942	100.00
gnl|YPES214092|GKDD-1279-MONOMER	Yp4003_02939	100.00
gnl|YPES214092|GKDD-1286-MONOMER	Yp4003_02932	100.00
gnl|YPES214092|GKDD-1287-MONOMER	Yp4003_02931	100.00
gnl|YPES214092|GKDD-1288-MONOMER	Yp4003_02930	100.00
gnl|YPES214092|GKDD-1292-MONOMER	Yp4003_02926	100.00
gnl|YPES214092|GKDD-1296-MONOMER	Yp4003_02922	100.00
gnl|YPES214092|GKDD-1300-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1302-MONOMER	Yp4003_01347	100.00
gnl|YPES214092|GKDD-1305-MONOMER	Yp4003_01344	100.00
gnl|YPES214092|GKDD-1309-MONOMER	Yp4003_01340	100.00
gnl|YPES214092|GKDD-131-MONOMER	Yp4003_01074	100.00
gnl|YPES214092|GKDD-1311-MONOMER	Yp4003_01337	100.00
gnl|YPES214092|GKDD-1313-MONOMER	Yp4003_01335	100.00
gnl|YPES214092|GKDD-1316-MONOMER	Yp4003_01332	100.00
gnl|YPES214092|GKDD-1322-MONOMER	Yp4003_01326	100.00
gnl|YPES214092|GKDD-1325-MONOMER	Yp4003_01322	100.00
gnl|YPES214092|GKDD-1327-MONOMER	Yp4003_01320	100.00
gnl|YPES214092|GKDD-1333-MONOMER	Yp4003_01314	100.00
gnl|YPES214092|GKDD-1336-MONOMER	Yp4003_01311	100.00
gnl|YPES214092|GKDD-1342-MONOMER	Yp4003_03377	100.00
gnl|YPES214092|GKDD-1343-MONOMER	Yp4003_03378	100.00
gnl|YPES214092|GKDD-1353-MONOMER	Yp4003_03388	100.00
gnl|YPES214092|GKDD-1356-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1369-MONOMER	Yp4003_03123	100.00
gnl|YPES214092|GKDD-1370-MONOMER	Yp4003_03122	100.00
gnl|YPES214092|GKDD-1371-MONOMER	Yp4003_03121	100.00
gnl|YPES214092|GKDD-1384-MONOMER	Yp4003_03108	100.00
gnl|YPES214092|GKDD-1385-MONOMER	Yp4003_03107	100.00
gnl|YPES214092|GKDD-1386-MONOMER	Yp4003_03106	100.00
gnl|YPES214092|GKDD-1387-MONOMER	Yp4003_03105	100.00
gnl|YPES214092|GKDD-1391-MONOMER	Yp4003_03101	100.00
gnl|YPES214092|GKDD-1393-MONOMER	Yp4003_03099	100.00
gnl|YPES214092|GKDD-1400-MONOMER	Yp4003_04332	99.48
gnl|YPES214092|GKDD-1404-MONOMER	Yp4003_03273	99.87
gnl|YPES214092|GKDD-1405-MONOMER	Yp4003_03274	100.00
gnl|YPES214092|GKDD-1411-MONOMER	Yp4003_03281	100.00
gnl|YPES214092|GKDD-1412-MONOMER	Yp4003_03282	100.00
gnl|YPES214092|GKDD-1416-MONOMER	Yp4003_03286	100.00
gnl|YPES214092|GKDD-1421-MONOMER	Yp4003_03291	100.00
gnl|YPES214092|GKDD-1422-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-1424-MONOMER	Yp4003_03016	100.00
gnl|YPES214092|GKDD-1425-MONOMER	Yp4003_03017	100.00
gnl|YPES214092|GKDD-1429-MONOMER	Yp4003_03021	100.00
gnl|YPES214092|GKDD-1434-MONOMER	Yp4003_03026	100.00
gnl|YPES214092|GKDD-1435-MONOMER	Yp4003_03027	100.00
gnl|YPES214092|GKDD-1446-MONOMER	Yp4003_03038	100.00
gnl|YPES214092|GKDD-1448-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-145-MONOMER	Yp4003_01059	100.00
gnl|YPES214092|GKDD-1450-MONOMER	Yp4003_01750	100.00
gnl|YPES214092|GKDD-1454-MONOMER	Yp4003_01754	100.00
gnl|YPES214092|GKDD-1456-MONOMER	Yp4003_01756	100.00
gnl|YPES214092|GKDD-1457-MONOMER	Yp4003_01757	100.00
gnl|YPES214092|GKDD-1463-MONOMER	Yp4003_01763	100.00
gnl|YPES214092|GKDD-1465-MONOMER	Yp4003_01765	100.00
gnl|YPES214092|GKDD-1467-MONOMER	Yp4003_01767	100.00
gnl|YPES214092|GKDD-1470-MONOMER	Yp4003_01770	100.00
gnl|YPES214092|GKDD-1474-MONOMER	Yp4003_01774	100.00
gnl|YPES214092|GKDD-1475-MONOMER	Yp4003_01775	100.00
gnl|YPES214092|GKDD-1477-MONOMER	Yp4003_01777	100.00
gnl|YPES214092|GKDD-1479-MONOMER	Yp4003_01779	100.00
gnl|YPES214092|GKDD-1480-MONOMER	Yp4003_01780	100.00
gnl|YPES214092|GKDD-1481-MONOMER	Yp4003_01783	100.00
gnl|YPES214092|GKDD-1484-MONOMER	Yp4003_01787	100.00
gnl|YPES214092|GKDD-1489-MONOMER	Yp4003_03149	100.00
gnl|YPES214092|GKDD-149-MONOMER	Yp4003_01055	100.00
gnl|YPES214092|GKDD-1491-MONOMER	Yp4003_03147	100.00
gnl|YPES214092|GKDD-1492-MONOMER	Yp4003_03146	100.00
gnl|YPES214092|GKDD-1499-MONOMER	Yp4003_03139	100.00
gnl|YPES214092|GKDD-1500-MONOMER	Yp4003_03138	100.00
gnl|YPES214092|GKDD-1508-MONOMER	Yp4003_03129	100.00
gnl|YPES214092|GKDD-1509-MONOMER	Yp4003_03128	100.00
gnl|YPES214092|GKDD-1513-MONOMER	Yp4003_04357	100.00
gnl|YPES214092|GKDD-1519-MONOMER	Yp4003_04154	100.00
gnl|YPES214092|GKDD-1526-MONOMER	Yp4003_04242	100.00
gnl|YPES214092|GKDD-1527-MONOMER	Yp4003_04241	100.00
gnl|YPES214092|GKDD-153-MONOMER	Yp4003_01051	100.00
gnl|YPES214092|GKDD-1532-MONOMER	Yp4003_04267	100.00
gnl|YPES214092|GKDD-1540-MONOMER	Yp4003_04171	100.00
gnl|YPES214092|GKDD-155-MONOMER	Yp4003_01049	100.00
gnl|YPES214092|GKDD-1550-MONOMER	Yp4003_02669	100.00
gnl|YPES214092|GKDD-1551-MONOMER	Yp4003_02668	100.00
gnl|YPES214092|GKDD-1552-MONOMER	Yp4003_02667	100.00
gnl|YPES214092|GKDD-1553-MONOMER	Yp4003_02666	100.00
gnl|YPES214092|GKDD-1561-MONOMER	Yp4003_02658	100.00
gnl|YPES214092|GKDD-1565-MONOMER	Yp4003_02654	100.00
gnl|YPES214092|GKDD-1568-MONOMER	Yp4003_02651	100.00
gnl|YPES214092|GKDD-1572-MONOMER	Yp4003_02646	100.00
gnl|YPES214092|GKDD-1574-MONOMER	Yp4003_02644	100.00
gnl|YPES214092|GKDD-1578-MONOMER	Yp4003_03459	100.00
gnl|YPES214092|GKDD-1584-MONOMER	Yp4003_03465	100.00
gnl|YPES214092|GKDD-159-MONOMER	Yp4003_01045	100.00
gnl|YPES214092|GKDD-1591-MONOMER	Yp4003_03472	100.00
gnl|YPES214092|GKDD-1595-MONOMER	Yp4003_03438	99.77
gnl|YPES214092|GKDD-1598-MONOMER	Yp4003_03441	100.00
gnl|YPES214092|GKDD-1602-MONOMER	Yp4003_03447	100.00
gnl|YPES214092|GKDD-1604-MONOMER	Yp4003_03448	100.00
gnl|YPES214092|GKDD-1608-MONOMER	Yp4003_03454	100.00
gnl|YPES214092|GKDD-1616-MONOMER	Yp4003_02234	100.00
gnl|YPES214092|GKDD-1619-MONOMER	Yp4003_02231	100.00
gnl|YPES214092|GKDD-1622-MONOMER	Yp4003_02227	99.87
gnl|YPES214092|GKDD-1626-MONOMER	Yp4003_02223	100.00
gnl|YPES214092|GKDD-1627-MONOMER	Yp4003_02222	100.00
gnl|YPES214092|GKDD-163-MONOMER	Yp4003_01041	100.00
gnl|YPES214092|GKDD-1637-MONOMER	Yp4003_02211	100.00
gnl|YPES214092|GKDD-1638-MONOMER	Yp4003_02210	100.00
gnl|YPES214092|GKDD-1639-MONOMER	Yp4003_02209	100.00
gnl|YPES214092|GKDD-164-MONOMER	Yp4003_01040	100.00
gnl|YPES214092|GKDD-1645-MONOMER	Yp4003_02203	100.00
gnl|YPES214092|GKDD-1649-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-1650-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-1653-MONOMER	Yp4003_01035	100.00
gnl|YPES214092|GKDD-1656-MONOMER	Yp4003_01032	100.00
gnl|YPES214092|GKDD-1657-MONOMER	Yp4003_01031	100.00
gnl|YPES214092|GKDD-1668-MONOMER	Yp4003_01020	100.00
gnl|YPES214092|GKDD-1669-MONOMER	Yp4003_01019	100.00
gnl|YPES214092|GKDD-1670-MONOMER	Yp4003_01018	100.00
gnl|YPES214092|GKDD-1682-MONOMER	Yp4003_01007	100.00
gnl|YPES214092|GKDD-1683-MONOMER	Yp4003_01006	100.00
gnl|YPES214092|GKDD-1684-MONOMER	Yp4003_01005	100.00
gnl|YPES214092|GKDD-1685-MONOMER	Yp4003_01004	100.00
gnl|YPES214092|GKDD-1692-MONOMER	Yp4003_00997	100.00
gnl|YPES214092|GKDD-17-MONOMER	Yp4003_04255	100.00
gnl|YPES214092|GKDD-1701-MONOMER	Yp4003_00988	100.00
gnl|YPES214092|GKDD-1702-MONOMER	Yp4003_00986	100.00
gnl|YPES214092|GKDD-1704-MONOMER	Yp4003_00984	100.00
gnl|YPES214092|GKDD-1709-MONOMER	Yp4003_00979	100.00
gnl|YPES214092|GKDD-1715-MONOMER	Yp4003_03733	100.00
gnl|YPES214092|GKDD-1718-MONOMER	Yp4003_03730	100.00
gnl|YPES214092|GKDD-1737-MONOMER	Yp4003_00551	100.00
gnl|YPES214092|GKDD-1738-MONOMER	Yp4003_00550	100.00
gnl|YPES214092|GKDD-1744-MONOMER	Yp4003_00544	100.00
gnl|YPES214092|GKDD-1746-MONOMER	Yp4003_00542	100.00
gnl|YPES214092|GKDD-1748-MONOMER	Yp4003_00540	100.00
gnl|YPES214092|GKDD-1749-MONOMER	Yp4003_00539	100.00
gnl|YPES214092|GKDD-1751-MONOMER	Yp4003_00537	100.00
gnl|YPES214092|GKDD-1753-MONOMER	Yp4003_00535	100.00
gnl|YPES214092|GKDD-1755-MONOMER	Yp4003_00531	100.00
gnl|YPES214092|GKDD-176-MONOMER	Yp4003_03050	100.00
gnl|YPES214092|GKDD-1760-MONOMER	Yp4003_00526	100.00
gnl|YPES214092|GKDD-1761-MONOMER	Yp4003_00525	100.00
gnl|YPES214092|GKDD-177-MONOMER	Yp4003_03051	100.00
gnl|YPES214092|GKDD-1770-MONOMER	Yp4003_00515	100.00
gnl|YPES214092|GKDD-1773-MONOMER	Yp4003_00512	100.00
gnl|YPES214092|GKDD-178-MONOMER	Yp4003_03052	100.00
gnl|YPES214092|GKDD-1781-MONOMER	Yp4003_00504	100.00
gnl|YPES214092|GKDD-1783-MONOMER	Yp4003_00502	100.00
gnl|YPES214092|GKDD-179-MONOMER	Yp4003_03053	100.00
gnl|YPES214092|GKDD-1792-MONOMER	Yp4003_00488	100.00
gnl|YPES214092|GKDD-1794-MONOMER	Yp4003_00485	100.00
gnl|YPES214092|GKDD-1797-MONOMER	Yp4003_00481	100.00
gnl|YPES214092|GKDD-1803-MONOMER	Yp4003_04070	100.00
gnl|YPES214092|GKDD-1804-MONOMER	Yp4003_04071	100.00
gnl|YPES214092|GKDD-1805-MONOMER	Yp4003_04072	100.00
gnl|YPES214092|GKDD-1818-MONOMER	Yp4003_02290	100.00
gnl|YPES214092|GKDD-1819-MONOMER	Yp4003_02291	100.00
gnl|YPES214092|GKDD-1820-MONOMER	Yp4003_02292	100.00
gnl|YPES214092|GKDD-1829-MONOMER	Yp4003_01088	98.24
gnl|YPES214092|GKDD-1832-MONOMER	Yp4003_01094	100.00
gnl|YPES214092|GKDD-1834-MONOMER	Yp4003_01096	100.00
gnl|YPES214092|GKDD-1842-MONOMER	Yp4003_01104	100.00
gnl|YPES214092|GKDD-1851-MONOMER	Yp4003_01113	100.00
gnl|YPES214092|GKDD-1856-MONOMER	Yp4003_01118	100.00
gnl|YPES214092|GKDD-1858-MONOMER	Yp4003_01120	100.00
gnl|YPES214092|GKDD-1860-MONOMER	Yp4003_01122	100.00
gnl|YPES214092|GKDD-1861-MONOMER	Yp4003_01123	100.00
gnl|YPES214092|GKDD-1863-MONOMER	Yp4003_01125	100.00
gnl|YPES214092|GKDD-1870-MONOMER	Yp4003_01134	100.00
gnl|YPES214092|GKDD-1872-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-1882-MONOMER	Yp4003_03596	100.00
gnl|YPES214092|GKDD-1883-MONOMER	Yp4003_03595	100.00
gnl|YPES214092|GKDD-1884-MONOMER	Yp4003_03594	100.00
gnl|YPES214092|GKDD-1885-MONOMER	Yp4003_03593	100.00
gnl|YPES214092|GKDD-1893-MONOMER	Yp4003_02737	100.00
gnl|YPES214092|GKDD-1897-MONOMER	Yp4003_02742	100.00
gnl|YPES214092|GKDD-19-MONOMER	Yp4003_04257	100.00
gnl|YPES214092|GKDD-1901-MONOMER	Yp4003_02746	100.00
gnl|YPES214092|GKDD-1907-MONOMER	Yp4003_02752	100.00
gnl|YPES214092|GKDD-1917-MONOMER	Yp4003_02763	100.00
gnl|YPES214092|GKDD-1918-MONOMER	Yp4003_02764	100.00
gnl|YPES214092|GKDD-1919-MONOMER	Yp4003_02765	100.00
gnl|YPES214092|GKDD-1926-MONOMER	Yp4003_04235	100.00
gnl|YPES214092|GKDD-1945-MONOMER	Yp4003_03612	100.00
gnl|YPES214092|GKDD-1946-MONOMER	Yp4003_03611	100.00
gnl|YPES214092|GKDD-1947-MONOMER	Yp4003_03610	100.00
gnl|YPES214092|GKDD-1948-MONOMER	Yp4003_03609	100.00
gnl|YPES214092|GKDD-1960-MONOMER	Yp4003_02850	100.00
gnl|YPES214092|GKDD-1961-MONOMER	Yp4003_02849	100.00
gnl|YPES214092|GKDD-1968-MONOMER	Yp4003_02841	100.00
gnl|YPES214092|GKDD-1969-MONOMER	Yp4003_02840	100.00
gnl|YPES214092|GKDD-1975-MONOMER	Yp4003_02834	100.00
gnl|YPES214092|GKDD-1976-MONOMER	Yp4003_02833	100.00
gnl|YPES214092|GKDD-198-MONOMER	Yp4003_03372	100.00
gnl|YPES214092|GKDD-1983-MONOMER	Yp4003_04130	100.00
gnl|YPES214092|GKDD-1984-MONOMER	Yp4003_04131	100.00
gnl|YPES214092|GKDD-1987-MONOMER	Yp4003_04134	100.00
gnl|YPES214092|GKDD-1988-MONOMER	Yp4003_04135	100.00
gnl|YPES214092|GKDD-199-MONOMER	Yp4003_03371	100.00
gnl|YPES214092|GKDD-1994-MONOMER	Yp4003_04144	100.00
gnl|YPES214092|GKDD-1995-MONOMER	Yp4003_04145	100.00
gnl|YPES214092|GKDD-200-MONOMER	Yp4003_03370	100.00
gnl|YPES214092|GKDD-2004-MONOMER	Yp4003_03888	100.00
gnl|YPES214092|GKDD-201-MONOMER	Yp4003_03369	100.00
gnl|YPES214092|GKDD-2012-MONOMER	Yp4003_03952	100.00
gnl|YPES214092|GKDD-2014-MONOMER	Yp4003_03954	100.00
gnl|YPES214092|GKDD-2017-MONOMER	Yp4003_03959	100.00
gnl|YPES214092|GKDD-202-MONOMER	Yp4003_03368	100.00
gnl|YPES214092|GKDD-2022-MONOMER	Yp4003_03966	100.00
gnl|YPES214092|GKDD-203-MONOMER	Yp4003_03367	100.00
gnl|YPES214092|GKDD-2031-MONOMER	Yp4003_02534	100.00
gnl|YPES214092|GKDD-2032-MONOMER	Yp4003_02535	100.00
gnl|YPES214092|GKDD-2033-MONOMER	Yp4003_02536	100.00
gnl|YPES214092|GKDD-2034-MONOMER	Yp4003_02537	100.00
gnl|YPES214092|GKDD-204-MONOMER	Yp4003_03366	100.00
gnl|YPES214092|GKDD-205-MONOMER	Yp4003_03365	100.00
gnl|YPES214092|GKDD-2059-MONOMER	Yp4003_04187	100.00
gnl|YPES214092|GKDD-2060-MONOMER	Yp4003_04188	100.00
gnl|YPES214092|GKDD-2061-MONOMER	Yp4003_04189	100.00
gnl|YPES214092|GKDD-2062-MONOMER	Yp4003_04190	100.00
gnl|YPES214092|GKDD-2063-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-2064-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-2065-MONOMER	Yp4003_03665	100.00
gnl|YPES214092|GKDD-2066-MONOMER	Yp4003_03666	100.00
gnl|YPES214092|GKDD-2067-MONOMER	Yp4003_03667	100.00
gnl|YPES214092|GKDD-2068-MONOMER	Yp4003_03668	100.00
gnl|YPES214092|GKDD-2069-MONOMER	Yp4003_03669	100.00
gnl|YPES214092|GKDD-2070-MONOMER	Yp4003_03670	100.00
gnl|YPES214092|GKDD-2071-MONOMER	Yp4003_03671	100.00
gnl|YPES214092|GKDD-2072-MONOMER	Yp4003_03672	100.00
gnl|YPES214092|GKDD-2102-MONOMER	Yp4003_00376	100.00
gnl|YPES214092|GKDD-2103-MONOMER	Yp4003_00377	100.00
gnl|YPES214092|GKDD-2104-MONOMER	Yp4003_00378	100.00
gnl|YPES214092|GKDD-2110-MONOMER	Yp4003_00384	100.00
gnl|YPES214092|GKDD-2111-MONOMER	Yp4003_00385	100.00
gnl|YPES214092|GKDD-2117-MONOMER	Yp4003_00391	100.00
gnl|YPES214092|GKDD-2124-MONOMER	Yp4003_00398	100.00
gnl|YPES214092|GKDD-2125-MONOMER	Yp4003_00399	100.00
gnl|YPES214092|GKDD-2128-MONOMER	Yp4003_00402	100.00
gnl|YPES214092|GKDD-2129-MONOMER	Yp4003_00403	100.00
gnl|YPES214092|GKDD-2135-MONOMER	Yp4003_00413	100.00
gnl|YPES214092|GKDD-2136-MONOMER	Yp4003_00414	100.00
gnl|YPES214092|GKDD-2143-MONOMER	Yp4003_03950	100.00
gnl|YPES214092|GKDD-2144-MONOMER	Yp4003_03949	100.00
gnl|YPES214092|GKDD-2145-MONOMER	Yp4003_03948	100.00
gnl|YPES214092|GKDD-2146-MONOMER	Yp4003_03947	100.00
gnl|YPES214092|GKDD-2168-MONOMER	Yp4003_01516	100.00
gnl|YPES214092|GKDD-2169-MONOMER	Yp4003_01515	100.00
gnl|YPES214092|GKDD-2170-MONOMER	Yp4003_01514	100.00
gnl|YPES214092|GKDD-2171-MONOMER	Yp4003_01513	100.00
gnl|YPES214092|GKDD-2172-MONOMER	Yp4003_01512	100.00
gnl|YPES214092|GKDD-2173-MONOMER	Yp4003_01511	100.00
gnl|YPES214092|GKDD-2174-MONOMER	Yp4003_01508	100.00
gnl|YPES214092|GKDD-2200-MONOMER	Yp4003_02483	100.00
gnl|YPES214092|GKDD-2201-MONOMER	Yp4003_02482	100.00
gnl|YPES214092|GKDD-2202-MONOMER	Yp4003_02481	100.00
gnl|YPES214092|GKDD-2203-MONOMER	Yp4003_02480	99.89
gnl|YPES214092|GKDD-2204-MONOMER	Yp4003_02479	100.00
gnl|YPES214092|GKDD-2205-MONOMER	Yp4003_02478	100.00
gnl|YPES214092|GKDD-2206-MONOMER	Yp4003_02477	100.00
gnl|YPES214092|GKDD-2231-MONOMER	Yp4003_03980	100.00
gnl|YPES214092|GKDD-2232-MONOMER	Yp4003_03981	100.00
gnl|YPES214092|GKDD-2233-MONOMER	Yp4003_03982	100.00
gnl|YPES214092|GKDD-2234-MONOMER	Yp4003_03983	100.00
gnl|YPES214092|GKDD-2235-MONOMER	Yp4003_03984	100.00
gnl|YPES214092|GKDD-2236-MONOMER	Yp4003_03986	100.00
gnl|YPES214092|GKDD-2261-MONOMER	Yp4003_03005	100.00
gnl|YPES214092|GKDD-2262-MONOMER	Yp4003_03006	100.00
gnl|YPES214092|GKDD-2263-MONOMER	Yp4003_03007	100.00
gnl|YPES214092|GKDD-2264-MONOMER	Yp4003_03008	100.00
gnl|YPES214092|GKDD-2265-MONOMER	Yp4003_03009	100.00
gnl|YPES214092|GKDD-2266-MONOMER	Yp4003_03010	100.00
gnl|YPES214092|GKDD-2269-MONOMER	Yp4003_03013	100.00
gnl|YPES214092|GKDD-2278-MONOMER	Yp4003_01590	100.00
gnl|YPES214092|GKDD-2285-MONOMER	Yp4003_01597	100.00
gnl|YPES214092|GKDD-2287-MONOMER	Yp4003_01601	100.00
gnl|YPES214092|GKDD-2288-MONOMER	Yp4003_01602	100.00
gnl|YPES214092|GKDD-229-MONOMER	Yp4003_03341	100.00
gnl|YPES214092|GKDD-2290-MONOMER	Yp4003_01604	100.00
gnl|YPES214092|GKDD-2294-MONOMER	Yp4003_01608	100.00
gnl|YPES214092|GKDD-2297-MONOMER	Yp4003_01611	100.00
gnl|YPES214092|GKDD-230-MONOMER	Yp4003_03340	100.00
gnl|YPES214092|GKDD-2303-MONOMER	Yp4003_01617	100.00
gnl|YPES214092|GKDD-2304-MONOMER	Yp4003_01618	100.00
gnl|YPES214092|GKDD-2305-MONOMER	Yp4003_01619	100.00
gnl|YPES214092|GKDD-231-MONOMER	Yp4003_03339	100.00
gnl|YPES214092|GKDD-2317-MONOMER	Yp4003_01631	100.00
gnl|YPES214092|GKDD-2318-MONOMER	Yp4003_02078	100.00
gnl|YPES214092|GKDD-2319-MONOMER	Yp4003_01997	100.00
gnl|YPES214092|GKDD-232-MONOMER	Yp4003_03338	100.00
gnl|YPES214092|GKDD-2320-MONOMER	Yp4003_01996	100.00
gnl|YPES214092|GKDD-2329-MONOMER	Yp4003_01986	100.00
gnl|YPES214092|GKDD-233-MONOMER	Yp4003_03337	100.00
gnl|YPES214092|GKDD-2336-MONOMER	Yp4003_01979	100.00
gnl|YPES214092|GKDD-2339-MONOMER	Yp4003_01977	100.00
gnl|YPES214092|GKDD-234-MONOMER	Yp4003_03336	100.00
gnl|YPES214092|GKDD-2341-MONOMER	Yp4003_01975	100.00
gnl|YPES214092|GKDD-2353-MONOMER	Yp4003_01963	100.00
gnl|YPES214092|GKDD-2357-MONOMER	Yp4003_02862	85.61
gnl|YPES214092|GKDD-2369-MONOMER	Yp4003_02812	100.00
gnl|YPES214092|GKDD-2373-MONOMER	Yp4003_02808	100.00
gnl|YPES214092|GKDD-2374-MONOMER	Yp4003_02807	100.00
gnl|YPES214092|GKDD-2380-MONOMER	Yp4003_02801	100.00
gnl|YPES214092|GKDD-2381-MONOMER	Yp4003_02800	100.00
gnl|YPES214092|GKDD-2385-MONOMER	Yp4003_04371	100.00
gnl|YPES214092|GKDD-2389-MONOMER	Yp4003_01267	100.00
gnl|YPES214092|GKDD-2392-MONOMER	Yp4003_01270	100.00
gnl|YPES214092|GKDD-2393-MONOMER	Yp4003_01271	100.00
gnl|YPES214092|GKDD-2401-MONOMER	Yp4003_01279	100.00
gnl|YPES214092|GKDD-2406-MONOMER	Yp4003_01284	100.00
gnl|YPES214092|GKDD-2407-MONOMER	Yp4003_01285	100.00
gnl|YPES214092|GKDD-2413-MONOMER	Yp4003_01291	100.00
gnl|YPES214092|GKDD-2430-MONOMER	Yp4003_01306	100.00
gnl|YPES214092|GKDD-2431-MONOMER	Yp4003_01307	100.00
gnl|YPES214092|GKDD-2443-MONOMER	Yp4003_02152	100.00
gnl|YPES214092|GKDD-2444-MONOMER	Yp4003_02151	100.00
gnl|YPES214092|GKDD-2450-MONOMER	Yp4003_02144	100.00
gnl|YPES214092|GKDD-2454-MONOMER	Yp4003_02140	100.00
gnl|YPES214092|GKDD-2462-MONOMER	Yp4003_02132	100.00
gnl|YPES214092|GKDD-2464-MONOMER	Yp4003_02130	100.00
gnl|YPES214092|GKDD-2468-MONOMER	Yp4003_02126	100.00
gnl|YPES214092|GKDD-2471-MONOMER	Yp4003_03411	99.61
gnl|YPES214092|GKDD-2482-MONOMER	Yp4003_03400	100.00
gnl|YPES214092|GKDD-2491-MONOMER	Yp4003_03392	99.75
gnl|YPES214092|GKDD-2492-MONOMER	Yp4003_03391	100.00
gnl|YPES214092|GKDD-2504-MONOMER	Yp4003_03928	100.00
gnl|YPES214092|GKDD-2505-MONOMER	Yp4003_02731	100.00
gnl|YPES214092|GKDD-2506-MONOMER	Yp4003_03989	61.22
gnl|YPES214092|GKDD-2507-MONOMER	Yp4003_03968	100.00
gnl|YPES214092|GKDD-2508-MONOMER	Yp4003_03969	100.00
gnl|YPES214092|GKDD-2509-MONOMER	Yp4003_03970	100.00
gnl|YPES214092|GKDD-2510-MONOMER	Yp4003_03971	100.00
gnl|YPES214092|GKDD-2527-MONOMER	Yp4003_00569	100.00
gnl|YPES214092|GKDD-2535-MONOMER	Yp4003_00577	100.00
gnl|YPES214092|GKDD-2544-MONOMER	Yp4003_00585	100.00
gnl|YPES214092|GKDD-2549-MONOMER	Yp4003_00591	100.00
gnl|YPES214092|GKDD-2550-MONOMER	Yp4003_00592	100.00
gnl|YPES214092|GKDD-2551-MONOMER	Yp4003_00593	100.00
gnl|YPES214092|GKDD-2563-MONOMER	Yp4003_00607	100.00
gnl|YPES214092|GKDD-2564-MONOMER	Yp4003_00608	100.00
gnl|YPES214092|GKDD-2565-MONOMER	Yp4003_00609	100.00
gnl|YPES214092|GKDD-2566-MONOMER	Yp4003_00610	100.00
gnl|YPES214092|GKDD-258-MONOMER	Yp4003_00765	100.00
gnl|YPES214092|GKDD-2586-MONOMER	Yp4003_02238	100.00
gnl|YPES214092|GKDD-2587-MONOMER	Yp4003_02239	100.00
gnl|YPES214092|GKDD-2588-MONOMER	Yp4003_02240	100.00
gnl|YPES214092|GKDD-2589-MONOMER	Yp4003_02241	100.00
gnl|YPES214092|GKDD-259-MONOMER	Yp4003_00766	100.00
